repo_name,repo_url,repo_id,discription,date_created,date_last_push,homepage,repo_language,forks_count,stars_count,owner
contracts,https://github.com/battleheroio/contracts,408246832,Contractos for BattleHero ecosystem.,2021-09-19 22:03:26,2021-11-29 09:37:42,,Solidity,4,6.0,battleheroio
Smart-Contract-Security-Patterns,https://github.com/CeliktepeMurat/Smart-Contract-Security-Patterns,408478201,This repo includes defi security patterns with smart contract examples and use cases.,2021-09-20 14:35:02,2021-10-08 10:38:32,,Solidity,1,13.0,CeliktepeMurat
cLend,https://github.com/cVault-finance/cLend,408785821,,2021-09-21 11:03:23,2022-02-14 12:46:51,,Solidity,11,17.0,cVault-finance
klimadao-solidity,https://github.com/KlimaDAO/klimadao-solidity,408855771,Solidity Contracts for KlimaDAO protocol,2021-09-21 14:36:26,2022-04-16 02:26:57,,Solidity,26,20.0,KlimaDAO
mochi,https://github.com/sushiswap/mochi,409007976,defi-based organizations using sushi and bentobox,2021-09-21 23:54:02,2021-09-28 06:41:23,,Solidity,7,20.0,sushiswap
contract-test-suite,https://github.com/maple-labs/contract-test-suite,409037096,Contract Test Suite,2021-09-22 02:18:46,2022-04-01 21:50:28,,Solidity,1,18.0,maple-labs
gamefi,https://github.com/gamefishiba/gamefi,409198065,BEP20,2021-09-22 12:35:40,2021-09-26 10:23:16,,Solidity,7,11.0,gamefishiba
favoriteContracts,https://github.com/vunderkind/favoriteContracts,409314617,Smart Contracts I admire and want to study closely,2021-09-22 18:30:07,2021-09-26 01:39:45,,Solidity,2,6.0,vunderkind
bombcrypto,https://github.com/Senspark/bombcrypto,409498423,,2021-09-23 07:50:47,2022-01-30 12:37:03,,Solidity,7,19.0,Senspark
geist-protocol,https://github.com/geist-finance/geist-protocol,409981063,Decentralized non-custodial liquidity markets protocol.,2021-09-24 13:51:16,2022-04-25 06:00:18,https://geist.finance,Solidity,20,16.0,geist-finance
token-upgrade-swap,https://github.com/apoorvlathey/token-upgrade-swap,410414896,Swapper contract & UI to burn V1 of ERC-20 tokens and send V2 ERC-20 tokens to user in 1:1 ratio.,2021-09-26 00:54:27,2021-09-26 12:42:18,,Solidity,3,6.0,apoorvlathey
NFT-bridge,https://github.com/anyswap/NFT-bridge,410475006,Anyswap NFT bridge contracts,2021-09-26 06:55:21,2022-03-23 09:43:29,,Solidity,6,7.0,anyswap
guni-lev,https://github.com/hexonaut/guni-lev,410616663,Easy leverage on G-UNI using Dai Flash Mint Module.,2021-09-26 17:25:25,2021-11-22 14:01:26,,Solidity,10,53.0,hexonaut
zksnarks-library,https://github.com/kevinz917/zksnarks-library,410663480,Library of zkSNARKS circuits written in the Circom language. ,2021-09-26 21:10:29,2021-12-05 02:04:04,,Solidity,0,29.0,kevinz917
Smartian-Artifact,https://github.com/SoftSec-KAIST/Smartian-Artifact,410736639,"Artifacts for Smartian, a grey-box fuzzer for Ethereum smart contracts.",2021-09-27 04:03:48,2021-11-08 02:44:17,,Solidity,3,7.0,SoftSec-KAIST
Deliq-Protocol-EVM-,https://github.com/deliqfinance/Deliq-Protocol-EVM-,410775507,EVM compatible contracts,2021-09-27 06:59:48,2021-11-05 11:56:04,https://github.com/deliqfinance,Solidity,2,7.0,deliqfinance
hashlips_nft_contract,https://github.com/HashLips/hashlips_nft_contract,411334998,A simple NFT smart contract that works with the rest of the HashLips ecosystem.,2021-09-28 15:19:10,2022-03-06 11:19:25,,Solidity,516,605.0,HashLips
woofi_swap_smart_contracts,https://github.com/woonetwork/woofi_swap_smart_contracts,411342740,Smart contract code of project WooFi Swap.,2021-09-28 15:40:39,2022-04-26 14:30:52,,Solidity,3,6.0,woonetwork
erc20-token-swap,https://github.com/SmartCoding51/erc20-token-swap,411418411,A hardhat project with Solidity smart contracts and unit tests for ERC20 token swapping.,2021-09-28 19:46:26,2021-12-01 02:57:10,,Solidity,3,9.0,SmartCoding51
smart-contracts,https://github.com/github-qubecs/smart-contracts,411527687,QUBE token smart contracts,2021-09-29 04:19:21,2022-04-28 21:21:33,,Solidity,2,7.0,github-qubecs
dman,https://github.com/galaxy-foundation/dman,411709650,DM Staking,2021-09-29 14:34:46,2021-12-15 06:10:39,,Solidity,2,11.0,galaxy-foundation
nft-marketplace-solution,https://github.com/01Clarian/nft-marketplace-solution,411768503,,2021-09-29 17:27:10,2022-02-04 11:46:49,,Solidity,19,14.0,01Clarian
one-free-coupon,https://github.com/lukevs/one-free-coupon,411794163,?? on-chain coupons ??,2021-09-29 18:52:34,2021-10-01 18:53:18,,Solidity,1,33.0,lukevs
iou-nft,https://github.com/kesne/iou-nft,411817837,,2021-09-29 20:18:39,2021-10-01 04:12:24,,Solidity,0,6.0,kesne
spooky-nft-contracts,https://github.com/SpookySwap/spooky-nft-contracts,411836772,,2021-09-29 21:38:53,2021-10-28 20:08:22,,Solidity,7,8.0,SpookySwap
create3,https://github.com/0xsequence/create3,412065444,CREATE3 (see EIP-3171) implemented in Solidity,2021-09-30 12:59:03,2021-10-27 19:55:24,,Solidity,17,145.0,0xsequence
tlbstaking-contracts,https://github.com/galaxy-foundation/tlbstaking-contracts,412160984,tlbstaking-??,2021-09-30 17:31:35,2021-09-30 17:34:40,,Solidity,0,11.0,galaxy-foundation
rpgContract,https://github.com/galaxy-foundation/rpgContract,412171887,Shooting game NFT and NFT marketplace contract,2021-09-30 18:06:18,2021-11-05 17:53:29,,Solidity,3,17.0,galaxy-foundation
learndao,https://github.com/CreatorOS/learndao,412190614,Retrofunding DAO specification and implementation,2021-09-30 19:02:07,2021-10-01 03:10:38,,Solidity,2,14.0,CreatorOS
ethereum-ercs-demo,https://github.com/konytech/ethereum-ercs-demo,412611302,Ethereum ERCs demo using React,2021-10-01 20:40:48,2021-10-30 09:30:42,,Solidity,8,9.0,konytech
sniper-contract-notes,https://github.com/tarik0/sniper-contract-notes,412655066,My Notes About A BSC Token Sniper Contract.,2021-10-02 00:51:29,2021-10-02 00:53:35,,Solidity,6,9.0,tarik0
loot-mirror,https://github.com/geeogi/loot-mirror,412826426,An approach to enable L1 loot owners to play games with their bags on L2.,2021-10-02 14:54:11,2021-10-29 21:11:56,,Solidity,1,13.0,geeogi
icicb-sfc,https://github.com/galaxy-foundation/icicb-sfc,412845635,,2021-10-02 16:07:24,2021-11-03 09:47:53,,Solidity,0,9.0,galaxy-foundation
Buyback-Farm-Stake-Governance-V2,https://github.com/dypfinance/Buyback-Farm-Stake-Governance-V2,412866402,"Buyback, farm, stake, and governance revised contracts for DeFi Yield Protocol",2021-10-02 17:29:56,2021-11-17 08:39:13,,Solidity,14,37.0,dypfinance
Daily-COP,https://github.com/miDaily/Daily-COP,413162474,"This repository contains the smart contract code for the Colombian Peso stablecoin, the Daily COP (DLYCOP) token and the Relayer contract so users can make gasless transactions paying the fee in the same token.",2021-10-03 18:26:05,2021-12-14 23:04:57,https://www.dlycrypto.com,Solidity,6,8.0,miDaily
eap-contract,https://github.com/Extended-ASCII-Plot/eap-contract,413297929,,2021-10-04 06:21:04,2022-04-01 03:25:22,,Solidity,1,9.0,Extended-ASCII-Plot
svgnft,https://github.com/mikker/svgnft,413334067,Making it slightly easier to create fully on-chain SVG-based NFTs.,2021-10-04 08:20:26,2021-10-15 07:27:23,,Solidity,3,44.0,mikker
nft-101,https://github.com/EatTheBlocks/nft-101,413346751,,2021-10-04 08:59:51,2022-04-22 18:12:42,,Solidity,25,34.0,EatTheBlocks
Tokenify-Contract,https://github.com/coolerwind/Tokenify-Contract,413447354,,2021-10-04 14:04:08,2021-10-04 14:06:20,,Solidity,3,9.0,coolerwind
arbitrum-custom-sequencer,https://github.com/kcharbo3/arbitrum-custom-sequencer,413611713,Custom sequencer designed to take in input transactions and submit them to a custom sequencer inbox transaction. Used to calculate L1 gas costs.,2021-10-04 23:23:42,2021-10-04 23:24:40,,Solidity,0,6.0,kcharbo3
community-solidity,https://github.com/cryptosheinix/community-solidity,413614343,Solidity files and projects for educational purposes on CryptoSheinix Community,2021-10-04 23:38:35,2022-04-11 02:42:25,,Solidity,1,10.0,cryptosheinix
my-nft-dao-project,https://github.com/withtally/my-nft-dao-project,413724733,,2021-10-05 07:56:46,2022-03-31 19:28:43,,Solidity,9,21.0,withtally
curso-solidity,https://github.com/platzi/curso-solidity,413952620,Curso de Solidity en Platzi,2021-10-05 19:26:48,2021-11-14 22:25:22,,Solidity,3,8.0,platzi
olympus-external,https://github.com/OlympusDAO/olympus-external,414025543,Repository for all of our partner/helper contracts. ,2021-10-06 00:57:27,2022-02-18 07:01:20,,Solidity,73,19.0,OlympusDAO
wand,https://github.com/nmushegian/wand,414192862,DSProxy 2.0,2021-10-06 11:57:35,2021-10-10 15:26:53,,Solidity,1,15.0,nmushegian
legacytests,https://github.com/ethereum/legacytests,414200753,,2021-10-06 12:21:39,2021-11-01 19:19:33,,Solidity,3,11.0,ethereum
IDO,https://github.com/MehdizadeMilad/IDO,414497957,IDO Launchpad ,2021-10-07 07:11:31,2021-10-17 13:33:13,,Solidity,9,8.0,MehdizadeMilad
tendermint-sol,https://github.com/ChorusOne/tendermint-sol,414528596,Tendermint in Solidity,2021-10-07 08:56:24,2022-03-02 02:19:58,,Solidity,3,30.0,ChorusOne
punksceo,https://github.com/0xTycoon/punksceo,414671571,,2021-10-07 16:11:19,2022-04-20 04:50:57,,Solidity,2,6.0,0xTycoon
furo,https://github.com/sushiswap/furo,414772968,Streaming Money on Steroids via BentoBox ,2021-10-07 22:17:20,2022-04-18 15:42:04,,Solidity,2,34.0,sushiswap
solidity-youtube,https://github.com/nomadbitcoin/solidity-youtube,414799919,Apostila auxiliar para Playlist de estudos disponibilizada no youtube.,2021-10-08 00:47:19,2022-02-27 12:55:02,,Solidity,3,10.0,nomadbitcoin
clones-with-immutable-args,https://github.com/wighawag/clones-with-immutable-args,415029667,,2021-10-08 15:03:27,2022-02-28 22:53:21,,Solidity,12,73.0,wighawag
solidity-contract,https://github.com/age-of-eykar/solidity-contract,415044305,The old Eykar smartcontract. A decentralized game of conquest powered by blockchain. An almost infinite territory that can be conquered through alliances and wars.,2021-10-08 15:48:55,2022-01-10 09:39:54,https://eykar.org,Solidity,2,6.0,age-of-eykar
necromint,https://github.com/m1guelpf/necromint,415056159,An ERC721 for resurrecting the dead.,2021-10-08 16:28:11,2021-10-08 16:49:51,,Solidity,5,17.0,m1guelpf
RICKS,https://github.com/FrankieIsLost/RICKS,415092050,,2021-10-08 18:37:58,2021-11-12 17:33:42,,Solidity,8,70.0,FrankieIsLost
vibes,https://github.com/remnynt/vibes,415141494,the rendering and smart contract code for vibes,2021-10-08 22:23:16,2021-10-09 23:59:53,,Solidity,2,7.0,remnynt
gyro-token,https://github.com/gyrostable/gyro-token,415161838,,2021-10-09 00:33:19,2022-01-23 20:59:13,,Solidity,1,10.0,gyrostable
games,https://github.com/z0r0z/games,415447377,cryptoeconomics for gamers,2021-10-10 00:01:03,2022-03-24 19:06:23,,Solidity,4,20.0,z0r0z
L7-NFT-marketplace-protocol-solidity,https://github.com/L7-Digital/L7-NFT-marketplace-protocol-solidity,415749628,,2021-10-11 02:06:14,2021-11-26 16:32:25,,Solidity,1,12.0,L7-Digital
nft,https://github.com/biswap-org/nft,415832390,,2021-10-11 08:02:00,2022-04-28 05:52:27,,Solidity,4,7.0,biswap-org
Mortys,https://github.com/FrankieIsLost/Mortys,416174346,,2021-10-12 03:51:57,2021-10-18 19:42:51,,Solidity,3,33.0,FrankieIsLost
marketplace,https://github.com/rumble-kong-league/marketplace,416273404,ERC-721 and ERC-1155 NFT Marketplace,2021-10-12 09:40:59,2022-01-31 13:04:37,https://www.rumblekongleague.com/,Solidity,21,62.0,rumble-kong-league
treasure-marketplace-contracts,https://github.com/TreasureProject/treasure-marketplace-contracts,416382926,,2021-10-12 15:01:51,2022-04-27 16:03:11,,Solidity,4,13.0,TreasureProject
MultiRaffle,https://github.com/Anish-Agnihotri/MultiRaffle,416568069,"NFT distribution with (1) randomized, multi-winner raffles and (2) bulk on-chain metadata generation.",2021-10-13 02:52:27,2022-01-03 18:01:53,,Solidity,37,211.0,Anish-Agnihotri
nft-dapp-master,https://github.com/blockchainexpertbc/nft-dapp-master,416652358,,2021-10-13 08:30:35,2021-10-13 08:32:15,,Solidity,0,9.0,blockchainexpertbc
nft-master,https://github.com/blockchainexpertbc/nft-master,416657072,,2021-10-13 08:44:28,2021-10-13 08:46:09,,Solidity,4,12.0,blockchainexpertbc
MoonGame,https://github.com/MOONGAMEToken/MoonGame,416843864,Contract code,2021-10-13 17:49:26,2021-10-15 06:22:00,,Solidity,0,6.0,MOONGAMEToken
coolcatsnft-template,https://github.com/marcelc63/coolcatsnft-template,416854688,Start off your project using the contract that @coolcatsnft used,2021-10-13 18:25:49,2021-10-23 13:58:35,,Solidity,3,20.0,marcelc63
NFT-Mint-Website,https://github.com/BlockChainDev-a/NFT-Mint-Website,416908917,,2021-10-13 21:55:04,2021-10-13 21:57:54,,Solidity,3,11.0,BlockChainDev-a
smart-batched-auction,https://github.com/FrankieIsLost/smart-batched-auction,417498581,,2021-10-15 12:52:51,2022-04-11 16:36:02,,Solidity,9,67.0,FrankieIsLost
SolidityGasSamples,https://github.com/thedarkjester/SolidityGasSamples,417660075,This is to illustrate different ways to optimise gas - what to do and what not to do,2021-10-15 23:07:44,2022-04-27 09:20:29,,Solidity,23,70.0,thedarkjester
contracts,https://github.com/Wonderland-Money/contracts,417788663,,2021-10-16 10:05:23,2022-01-11 09:18:16,,Solidity,174,121.0,Wonderland-Money
supersea-template,https://github.com/marcelc63/supersea-template,417871810,Start off your project using the contract that SuperSea https://nonfungible.tools used,2021-10-16 15:40:23,2021-10-23 13:59:17,,Solidity,2,9.0,marcelc63
smart-contracts,https://github.com/PolyWars/smart-contracts,417912682,?? PolyWars smart contracts for public review,2021-10-16 18:23:28,2022-04-03 17:57:14,https://polywars.space,Solidity,3,8.0,PolyWars
zkp-learning-in-public,https://github.com/JofArnold/zkp-learning-in-public,418090174,"My journey learning zero knowledge proof technologies in public! Feedback, help and contributions very much welcome",2021-10-17 10:16:40,2021-11-13 11:43:46,,Solidity,0,24.0,JofArnold
create2deployer,https://github.com/pcaversaccio/create2deployer,418509033,Helper smart contract to make easier and safer usage of the `CREATE2` EVM opcode.,2021-10-18 13:15:28,2022-04-27 15:24:48,https://github.com/pcaversaccio/xdeployer,Solidity,3,11.0,pcaversaccio
flashLoanArbitrage,https://github.com/NishithPat/flashLoanArbitrage,418513983,"Executing arbitrage using AAVE flash loans, Uniswap and Curve Finance.",2021-10-18 13:28:36,2021-12-13 07:46:57,,Solidity,1,11.0,NishithPat
DynamicMerkleTree,https://github.com/QuarkChain/DynamicMerkleTree,418633023,,2021-10-18 19:02:51,2022-01-06 22:51:21,,Solidity,6,11.0,QuarkChain
SmartContractsPlatzi,https://github.com/anfepar/SmartContractsPlatzi,418939836,Repositorio del curso Smart Contracts de Platzi ?? ,2021-10-19 13:37:35,2021-10-19 13:47:03,,Solidity,25,41.0,anfepar
nft-lot-auction,https://github.com/dievardump/nft-lot-auction,419066739,Selling lots of NFTs as a big auction.,2021-10-19 19:36:12,2022-03-29 06:51:48,,Solidity,1,10.0,dievardump
sharkbaby,https://github.com/galaxy-foundation/sharkbaby,419083890,Shark baby protocol contract,2021-10-19 20:39:38,2022-04-13 20:21:03,,Solidity,2,6.0,galaxy-foundation
stock-contract,https://github.com/liyue201/stock-contract,419230392,????????,2021-10-20 07:38:11,2021-12-30 05:44:32,,Solidity,7,7.0,liyue201
awesome-nft-contracts,https://github.com/tmwBuidls/awesome-nft-contracts,419268140,Learn from popular NFT projects' smart contracts ,2021-10-20 09:36:39,2022-02-05 17:25:19,,Solidity,0,12.0,tmwBuidls
ethereum-smartcontract-template,https://github.com/cleanunicorn/ethereum-smartcontract-template,419273028,Ethereum Smart Contract starting template,2021-10-20 09:52:23,2022-04-05 21:58:34,,Solidity,3,90.0,cleanunicorn
flashloan-arbitrage-bot,https://github.com/ChengGong0602/flashloan-arbitrage-bot,419409152,,2021-10-20 16:32:26,2021-10-20 16:35:00,,Solidity,14,26.0,ChengGong0602
fmuldiv,https://github.com/bitwise343/fmuldiv,419560898,first swing at dapptools that ended in failure,2021-10-21 02:54:22,2021-10-21 18:52:09,,Solidity,1,8.0,bitwise343
pinball-ctf,https://github.com/karmacoma-eth/pinball-ctf,419906767,,2021-10-21 23:32:56,2021-10-29 17:39:21,,Solidity,1,21.0,karmacoma-eth
nbt,https://github.com/nanobytetoken/nbt,419941278,,2021-10-22 02:29:56,2022-04-13 16:49:33,,Solidity,0,8.0,nanobytetoken
radio-caca,https://github.com/radiocaca/radio-caca,419945587,Radio Caca Protocol,2021-10-22 02:50:42,2022-04-28 09:23:25,,Solidity,14,33.0,radiocaca
sample_erc1155_with_eip2981,https://github.com/abbouali/sample_erc1155_with_eip2981,420017618,Example ERC1155 contract with EIP-2981: NFT Royalty Standard,2021-10-22 08:11:24,2021-10-22 08:17:47,,Solidity,1,13.0,abbouali
solidity101,https://github.com/hrkrshnn/solidity101,420060593,"A basic introduction to solidity, at the ETHLisbon hackathon.",2021-10-22 10:41:46,2021-10-23 12:21:05,,Solidity,1,12.0,hrkrshnn
layer2-evm-documentation,https://github.com/nervosnetwork/layer2-evm-documentation,420071816,Use Ethereum contracts & tools to build on Nervos,2021-10-22 11:24:22,2022-04-25 14:32:36,https://nervos.gitbook.io/layer-2-evm/,Solidity,5,10.0,nervosnetwork
token,https://github.com/Floki-Inu/token,420403865,,2021-10-23 12:17:30,2022-03-03 14:06:34,,Solidity,8,7.0,Floki-Inu
pinballctf,https://github.com/leonardoalt/pinballctf,420443599,,2021-10-23 15:02:13,2021-10-24 10:03:05,,Solidity,0,10.0,leonardoalt
LunaPad-Token-Contract,https://github.com/LUNAPAD/LunaPad-Token-Contract,420483842,LunaPad Token,2021-10-23 17:51:39,2021-10-23 17:57:12,,Solidity,1,12.0,LUNAPAD
TWAMM,https://github.com/FrankieIsLost/TWAMM,420521637,,2021-10-23 20:58:17,2022-01-01 21:19:35,,Solidity,18,96.0,FrankieIsLost
indexed-finance-exploit-example,https://github.com/Crypto-Virus/indexed-finance-exploit-example,420613692,,2021-10-24 07:13:33,2021-10-24 08:12:16,,Solidity,5,8.0,Crypto-Virus
PixelCowboys,https://github.com/Maraboue/PixelCowboys,420816350,This repo contains the dApp for the PixelCowboys NFT collection. It uses a react frontend hooked up to the smart contract for the NFTs so users can mint their Cowboys.,2021-10-24 23:04:52,2022-02-03 15:16:30,https://pixelcowboys.community/,Solidity,1,6.0,Maraboue
zk-NFT,https://github.com/kevinz917/zk-NFT,421227473,A NFT powered by zkSNARKs. Exploring fog-of-war type interactions between NFTs such as trading and battling. ,2021-10-26 00:31:28,2021-11-02 15:54:26,,Solidity,11,187.0,kevinz917
